"ID","CountryID","RegionID","CityID","SampleID","Income"
204,2,5,55,204,30907.5663326751
206,2,5,56,206,48506.8205351999
207,2,5,56,207,19525.9399037308
208,2,5,56,208,38162.9878042376
209,2,5,56,209,46733.8543914007
210,2,5,56,210,52576.431393737
211,2,5,56,211,51195.4854856556
213,2,5,56,213,44411.2627795318
214,2,5,57,214,40944.1777425796
215,2,5,57,215,57346.3329210356
216,2,5,57,216,56868.3506159549
217,2,5,57,217,37220.8848120061
218,2,5,57,218,45508.1505824469
219,2,5,57,219,34601.6545242523
220,2,5,57,220,39164.1883520529
221,2,5,57,221,53888.3007528196
222,2,5,57,222,48072.2525025033
224,2,5,59,224,37256.2566431113
225,2,5,59,225,46053.7054249346
226,2,5,59,226,37217.5189772648
229,2,5,61,229,59536.3412108768
230,2,5,61,230,35736.5763556607
231,2,5,61,231,60945.8806034482
234,2,7,64,234,70460.3723844467
236,2,7,64,236,56763.2328121441
237,2,7,64,237,39720.3869117628
238,2,7,64,238,47424.7026670805
242,2,7,64,242,47634.1329199357
243,2,7,64,243,50681.9473990489
244,2,7,64,244,60020.847165705
245,2,7,64,245,52641.2209707833
246,2,7,65,246,50693.9977078278
247,2,7,65,247,40292.5967495228
249,2,7,65,249,42202.7116083294
250,2,7,65,250,38825.0902115376
251,2,7,65,251,53302.1459659486
252,2,7,65,252,36138.5694639251
253,2,7,66,253,45570.5599463571
255,2,7,66,255,58544.1939468638
257,2,7,66,257,42099.1643577363
258,2,7,66,258,41929.5237072686
259,2,7,66,259,55903.0730189897
260,2,7,66,260,50702.7332098882
261,2,7,66,261,66146.8127993982
262,2,7,66,262,53932.1117756969
264,2,7,67,264,71025.4402377987
265,2,7,68,265,52086.3162265673
266,2,7,69,266,64609.5267819002
267,2,7,69,267,53946.5119128926
269,2,7,69,269,50211.3391162258
270,2,7,69,270,57440.0143100876
271,2,7,69,271,56782.7199353433
272,2,7,70,272,47545.6836359906
273,2,7,70,273,55440.9014456808
276,2,7,70,276,68936.1844978085
278,2,7,71,278,58657.8230185542
279,2,7,72,279,64310.0178574458
280,2,7,73,280,65692.9802941663
281,2,7,73,281,73625.201847333
282,2,7,73,282,60251.8190337941
283,2,7,73,283,57062.3521568057
285,2,7,75,285,54825.9411716038
286,2,7,76,286,46170.274038886
287,2,7,77,287,46446.2246106373
289,2,7,77,289,53833.4572912907
290,2,7,77,290,54900.3340749666
292,2,7,78,292,51152.7523002523
293,2,7,78,293,54041.1318657577
294,2,7,79,294,62466.7541526839
296,2,7,79,296,62056.1648165064
299,2,7,82,299,38477.8998359132
300,2,7,83,300,68395.3875045798
301,2,7,84,301,57327.8369164007
303,2,7,84,303,79582.9648536156
304,2,7,84,304,33218.7141691496
305,2,7,84,305,73473.9251367309
306,2,7,85,306,32617.0107648957
307,2,7,85,307,62433.5513875985
308,2,7,85,308,45567.7079578676
309,2,7,85,309,63064.4109187464
311,2,7,87,311,42520.780442389
312,2,7,87,312,39600.2928546652
313,2,7,87,313,28994.8048892508
314,2,7,87,314,54877.815832782
315,2,7,87,315,40078.0838624311
317,2,7,87,317,50884.2126688461
318,2,7,88,318,48965.5848622506
319,2,7,89,319,53427.229860881
322,2,8,90,322,56744.9433267137
323,2,8,90,323,73075.7480988929
324,2,8,90,324,50863.4787004551
326,2,8,90,326,52820.8609563767
327,2,8,91,327,40567.1323557677
328,2,8,92,328,45074.3451925809
329,2,8,92,329,54540.9040740602
330,2,8,92,330,64415.4760194773
331,2,8,93,331,59970.6353471518
332,2,8,94,332,54073.4789463311
333,2,8,95,333,47737.2378965666
334,2,8,95,334,82544.5362199148
335,2,8,95,335,82503.8400708257
336,2,8,95,336,88580.6667320323
337,2,8,95,337,66758.4617267826
338,2,8,95,338,70547.2093586699
339,2,8,95,339,88599.0004093674
340,2,8,96,340,57894.9228408203
342,2,8,96,342,50706.4017120275
343,2,8,97,343,54921.8682222781
344,2,8,97,344,75165.838271764
345,2,8,98,345,41883.7881134354
347,2,8,100,347,52529.0874436963
348,2,8,100,348,39710.7405343615
349,2,8,100,349,69405.0080981495
350,2,8,100,350,51973.4655130283
351,2,8,100,351,47214.2037583899
352,2,8,100,352,60249.7237831477
353,2,8,101,353,42749.7741731848
356,2,8,102,356,65162.4031583021
357,2,9,103,357,64454.3636381846
358,2,10,104,358,46558.4878514693
359,2,10,105,359,69448.4902100417
360,2,10,105,360,65892.8572459589
361,2,10,105,361,68441.0306591399
362,2,10,105,362,58805.3081440531
363,2,10,105,363,54541.1660433084
365,2,10,105,365,57234.7827942865
366,2,10,106,366,75667.8441244643
367,2,10,106,367,59087.100457601
368,2,10,107,368,43043.583717009
369,2,10,107,369,70001.4523939851
370,2,10,107,370,54721.0011719388
371,2,10,107,371,61828.2078845712
372,2,10,107,372,57394.0641418442
373,2,10,107,373,48362.6330617856
374,2,10,107,374,54316.0273061988
375,2,10,107,375,61879.033332226
377,2,10,107,377,53437.21849439
378,2,10,108,378,82023.4330422857
379,2,10,109,379,38199.592343856
380,2,10,110,380,57414.9073458112
381,2,10,110,381,61523.9552463791
382,2,10,110,382,75296.7533189822
383,2,10,110,383,73541.6755164603
384,2,10,110,384,76959.5503211155
385,2,10,110,385,63325.8264280321
387,2,10,110,387,44607.4610176742
388,2,10,110,388,64293.9129772324
390,2,10,110,390,67343.7462362945
391,2,10,110,391,71658.8985211701
392,2,10,110,392,59249.8066040452
393,2,10,110,393,69400.8741838134
396,2,10,111,396,74005.778243781
397,2,10,112,397,59467.5454712865
399,2,10,113,399,54372.224007307
400,2,10,113,400,61251.9419017232
401,2,10,114,401,60502.41654779
403,2,10,115,403,50240.1563939677
404,2,10,115,404,54403.8582018715
407,2,10,115,407,69834.5922950491
409,2,10,116,409,37501.9562005236
410,2,10,116,410,65379.3232125259
411,2,10,116,411,57942.80325095
413,2,10,116,413,41256.912880615
414,2,10,116,414,66490.2407863705
416,2,10,116,416,38972.7861005897
417,2,10,116,417,72436.0493682811
419,2,10,116,419,65942.6528496383
420,2,10,116,420,55961.7103341476
421,2,10,116,421,75211.6553632355
423,2,10,117,423,78991.3863879228
424,2,10,117,424,64724.066796447
426,2,10,117,426,65562.6055662027
427,2,10,117,427,47601.9193291571
428,2,10,117,428,55942.0897813451
430,2,10,117,430,56437.1675618072
431,2,10,118,431,55380.9970944812
432,2,10,118,432,42256.5047594684
434,2,10,118,434,52172.4731867928
435,2,10,119,435,58569.3423429425
436,2,10,119,436,63849.339023839
437,2,10,119,437,55153.7727368833
438,2,10,119,438,61087.0797727987
439,2,10,119,439,58056.1758677402
441,2,10,119,441,67491.2069323878
442,2,10,119,442,53198.5477385148
443,2,10,119,443,72985.7722515884
444,2,10,119,444,76952.288565919
445,2,10,120,445,69686.3884058788
446,2,10,120,446,59951.2953327598
447,2,10,120,447,45875.2366676673
448,2,10,120,448,48569.6560578522
449,2,10,120,449,29903.5111475102
450,2,10,120,450,57600.2774706443
451,2,10,120,451,50091.026667752
452,2,10,120,452,56053.6208122226
453,2,10,120,453,49425.5568298312
454,2,10,120,454,63676.7200165925
455,2,10,120,455,66252.3150123832
456,2,10,120,456,50952.9664888833
457,2,10,121,457,71245.7179384515
458,2,10,122,458,53930.8276270208
459,2,10,123,459,64545.8328780563
460,2,10,123,460,38807.4183553641
461,2,10,123,461,60464.6903946958
462,2,10,123,462,50477.4815042965
463,2,10,123,463,40260.4440687813
464,2,10,123,464,61379.422087179
465,2,10,123,465,51100.6525185761
467,2,10,123,467,51459.6086226864
468,2,11,124,468,71549.5895779605
469,2,11,124,469,44700.4179655445
470,2,11,125,470,74515.5783441713
471,2,11,125,471,77031.0905054594
472,2,11,126,472,46881.2716171043
473,2,12,127,473,44992.076845714
474,2,12,128,474,53917.5075759151
475,2,12,129,475,21322.8871958474
476,2,13,130,476,60240.0968580176
478,2,13,131,478,64789.7511776164
479,2,13,132,479,62896.4278490402
481,2,13,134,481,61987.0737575571
482,2,13,135,482,60023.7405946079
483,2,13,135,483,62583.1410788929
485,2,13,135,485,45026.694359002
486,2,13,135,486,56644.3858511499
487,2,14,136,487,60204.5358115208
488,2,14,136,488,63828.3225377796
489,2,14,137,489,59168.7405219015
490,2,14,137,490,70783.7562549114
491,2,14,138,491,58305.6279438936
493,2,15,140,493,54260.9716519348
494,2,15,140,494,67681.9615450364
495,2,15,141,495,75148.5155172073
496,2,15,142,496,61241.5593715053
497,2,15,143,497,78262.2074724274
498,2,15,144,498,65684.7129445485
500,2,16,146,500,60700.7703990479
501,2,16,147,501,47268.1329338582
502,2,16,148,502,47505.1640721628
504,2,16,148,504,49606.97513623
505,2,16,148,505,60772.0308315336
506,2,16,148,506,76360.0581939549
507,2,16,149,507,42400.6402777318
508,2,16,149,508,63614.640670485
510,2,16,149,510,55897.3360261772
512,2,16,151,512,49751.0414347859
513,2,16,152,513,39036.2389929961
514,2,16,152,514,66991.0462968434
515,2,16,152,515,60024.2002360172
516,2,16,153,516,54560.4869129529
518,2,16,153,518,43852.5301182953
519,2,16,153,519,44393.4780563083
520,2,16,153,520,67008.1259386796
521,2,16,153,521,55120.8119392197
523,2,16,154,523,73760.5812014076
524,2,16,154,524,51454.1091022467
525,2,16,154,525,46845.8466726281
526,2,16,154,526,39553.7822872465
527,2,16,154,527,60986.2085614257
528,2,16,154,528,55756.6181252796
529,2,16,154,529,63469.8221006022
530,2,16,155,530,52430.2311052996
532,2,16,156,532,63795.2574865825
534,2,16,156,534,47669.5628158303
535,2,16,156,535,85273.642634181
539,2,16,156,539,42769.8807811643
540,2,16,156,540,73364.807101539
541,2,16,156,541,59406.4965316918
542,2,16,157,542,77856.1789098779
544,2,16,158,544,65420.9836311098
546,2,16,159,546,66215.5501844563
547,2,16,159,547,69244.1346972883
549,2,16,159,549,62033.8147696801
550,2,16,159,550,77954.0531227826
552,2,16,160,552,35501.4328071973
553,2,16,160,553,45910.648073945
554,2,16,160,554,40094.820466535
555,2,16,161,555,73424.6028028624
556,2,17,162,556,30860.9600752743
557,2,17,162,557,58216.2398048006
559,2,17,163,559,45743.3651613731
560,2,17,163,560,63497.8321705367
561,2,17,164,561,40784.4255500766
563,2,17,165,563,49930.9762634876
564,2,17,166,564,58481.8969593443
565,2,17,167,565,47613.1253990357
566,2,17,167,566,43699.6234617707
568,2,17,167,568,60961.7354771239
569,2,17,167,569,54751.0068637419
570,2,17,167,570,55629.3966275883
572,2,17,167,572,51393.4545037504
574,2,17,167,574,60965.6855551359
575,2,17,167,575,51536.4628671983
576,2,17,167,576,47355.9727984192
577,2,17,168,577,56181.0761350819
578,2,17,169,578,39561.5337097423
579,2,17,170,579,50782.0339127196
580,2,17,170,580,77322.917785219
581,2,17,170,581,59015.2283210484
582,2,17,170,582,64075.1976150201
583,2,17,170,583,52131.5962562297
584,2,17,170,584,40270.1664455757
585,2,17,170,585,62762.1007586877
587,2,17,171,587,48537.7186067023
588,2,17,172,588,58369.4584341877
589,2,17,172,589,44522.0028320856
590,2,17,172,590,42386.408141579
592,2,17,172,592,46877.0992577779
594,2,17,172,594,51538.4039579245
595,2,17,173,595,68303.1399778734
596,2,17,173,596,47650.2600887659
597,2,17,173,597,56409.6319878155
598,2,17,173,598,57530.7945908906
599,2,17,173,599,53186.4915088948
600,2,17,173,600,31397.6930063094
601,2,17,173,601,44376.6684963714
602,2,17,173,602,66273.7131467374
603,2,17,173,603,31875.6762766868
604,2,17,173,604,36887.871651414
605,2,17,173,605,51801.3213182241
606,2,17,173,606,41808.6064279771
607,2,18,174,607,77544.1717303419
609,2,19,176,609,47624.8461036767
610,2,19,176,610,47397.8781166849
613,2,19,176,613,63055.1769902935
615,2,19,177,615,79377.0244377437
616,2,19,178,616,65533.0140470595
617,2,20,179,617,60945.2703587797
619,2,20,179,619,43130.8879553961
621,2,20,180,621,85621.408905425
622,2,20,180,622,71987.6744642905
623,2,20,180,623,84273.7885023817
624,2,20,180,624,77351.7504442313
625,2,20,180,625,53464.8558163535
627,2,20,182,627,61622.3573678233
628,2,20,182,628,63386.8382062322
629,2,20,182,629,59191.0269138447
630,2,20,182,630,66369.6171783667
632,2,20,184,632,51875.843748675
633,2,20,185,633,51013.0125084037
634,2,20,186,634,66888.2267055078
635,2,20,187,635,59409.6231001882
636,2,20,188,636,65910.7538659925
637,2,20,189,637,47505.8922605341
638,2,20,189,638,57014.1037835411
639,2,20,190,639,64332.9720571605
640,2,20,190,640,84419.0329803379
641,2,20,191,641,49241.3955866242
642,2,20,192,642,84717.2847970724
644,2,20,193,644,64025.9924344863
645,2,20,193,645,39354.0635475582
647,2,20,194,647,57316.1032560526
648,2,20,194,648,50359.9105923794
650,2,20,194,650,56687.5004163324
651,2,20,195,651,61720.5864530128
653,2,20,195,653,64846.6976523525
654,2,20,195,654,44907.6655732319
656,2,20,196,656,64974.7990558156
657,2,20,196,657,64632.6527097597
659,2,20,197,659,56492.4297328218
661,2,20,198,661,57847.9878650863
662,2,20,198,662,63951.6908101393
663,2,20,198,663,83220.2377120839
664,2,20,198,664,55928.3982694705
665,2,20,198,665,51535.3349503621
666,2,20,198,666,64755.9196180283
667,2,20,199,667,63829.1775113553
668,2,20,200,668,56500.5533231147
669,2,20,200,669,83117.4023455073
670,2,20,200,670,46578.1359289938
671,2,20,201,671,64511.4371952295
672,2,20,201,672,66608.022938202
673,2,20,201,673,63369.0461395874
674,2,20,201,674,47035.2659720479
675,2,20,201,675,63019.4470978881
676,2,20,201,676,58815.0611956716
677,2,21,202,677,72548.428013964
679,2,21,202,679,47894.7257665297
680,2,21,202,680,67608.5255548422
682,2,21,202,682,71412.3319976476
683,2,21,202,683,38411.9829486582
684,2,21,202,684,57449.0289277672
685,2,21,203,685,46728.1898864369
686,2,21,204,686,62384.615132927
687,2,21,205,687,77399.2548066977
688,2,21,206,688,60239.1071839854
689,2,21,207,689,50501.4438165822
691,2,21,207,691,84150.9183612862
692,2,21,208,692,54260.8223362494
693,2,21,208,693,60918.6488543142
695,2,21,209,695,70641.907273385
697,2,21,209,697,76170.5513843707
698,2,21,209,698,67448.8606314669
699,2,21,210,699,70158.9169645283
701,2,21,210,701,72336.6621321492
703,2,21,210,703,65373.0408032542
704,2,21,210,704,60788.2304239707
705,2,21,210,705,39195.1342279859
706,2,21,210,706,63686.4719227747
707,2,21,211,707,49784.4535721926
709,2,21,213,709,66365.7263200828
710,2,21,213,710,59385.1778661699
711,2,21,213,711,57231.0045404998
712,2,21,213,712,77661.1830529072
714,2,21,213,714,55662.1179184122
715,2,21,213,715,67839.355558522
716,2,21,213,716,72751.2946369557
717,2,21,214,717,86210.2735417875
718,2,21,215,718,49948.7024790211
719,2,21,215,719,57434.5931023426
720,2,21,215,720,42925.452269133
721,2,21,215,721,51690.1645193278
722,2,21,215,722,61896.8137679394
723,2,21,215,723,60428.1489371521
725,2,21,217,725,36344.9209800042
726,2,21,217,726,48917.5923401503
727,2,21,217,727,52433.7858040785
728,2,21,217,728,52683.1566946583
730,2,21,217,730,54847.4846646154
731,2,21,217,731,48767.1568856294
732,2,21,217,732,34013.2797883284
733,2,21,217,733,65973.4711250509
734,2,21,218,734,65998.3428410447
736,2,21,218,736,44913.1054185977
737,2,21,218,737,53367.1903969268
739,2,21,218,739,61063.0385337902
740,2,21,218,740,64023.5728633769
742,2,21,219,742,58959.1364998196
743,2,21,219,743,70615.9015166268
746,2,21,219,746,62618.9903144233
747,2,21,219,747,47845.4805199225
748,2,21,219,748,41536.5546748159
749,2,21,219,749,61830.199995266
750,2,21,219,750,57162.3333151879
751,2,21,219,751,63211.1026146479
752,2,21,219,752,66138.8803069832
753,2,21,219,753,60447.7566586241
754,2,21,220,754,51183.8374253192
755,2,21,221,755,56611.7768914136
756,2,21,222,756,41104.1068599178
757,2,21,222,757,65380.553138567
759,2,21,222,759,50232.8746303212
761,2,21,222,761,57644.7566549654
762,3,22,223,762,30348.2917073101
763,3,22,223,763,28673.2557035464
765,3,22,223,765,59483.9992545827
766,3,22,223,766,51976.7390274614
767,3,22,223,767,37972.1674359808
769,3,23,224,769,44264.5513809983
770,3,23,224,770,37168.3840999551
771,3,23,224,771,54748.9681189996
773,3,23,224,773,61172.5759387374
774,3,23,224,774,52060.9046778903
775,3,23,224,775,68359.4467711762
776,3,23,224,776,63885.0167244524
777,3,23,224,777,48946.8430327499
778,3,24,225,778,76002.272932807
779,3,24,225,779,72166.4874570375
780,3,24,225,780,67209.2731390796
781,3,24,225,781,41443.6937540248
782,3,24,225,782,63447.9336963362
783,3,24,225,783,72288.8797151803
784,3,24,226,784,53423.6053271605
785,3,24,227,785,34160.0118108432
786,3,24,227,786,36945.257779383
788,3,24,227,788,42750.2090053107
789,3,24,227,789,39961.0569881889
790,3,24,227,790,37222.8963500174
791,3,24,227,791,55539.4275574534
793,3,24,229,793,54593.0259089477
794,3,24,230,794,45007.6895920923
796,3,24,232,796,45747.5902940552
797,3,24,232,797,53538.1203813201
798,3,24,233,798,59121.9124997978
799,3,25,234,799,57289.2991754418
800,3,25,235,800,51658.2956029121
802,3,25,236,802,63401.9271271725
803,3,25,236,803,77379.9378173395
804,3,25,236,804,48969.588481354
805,3,25,236,805,55791.6815937389
809,3,25,237,809,66982.1413688572
810,3,25,238,810,53734.2502245663
811,3,25,239,811,64416.4871181357
812,3,25,239,812,38854.4201049374
814,3,25,239,814,38876.0371313863
817,3,25,241,817,62829.5531812629
818,3,25,241,818,60769.2125308774
819,3,25,241,819,49263.1506847607
820,3,25,241,820,51827.4386232309
821,3,25,241,821,46512.3357335785
822,3,25,241,822,35579.3338908038
823,3,25,242,823,58648.2539666666
824,3,25,242,824,38425.4234240927
825,3,25,242,825,62492.4332750938
827,3,25,242,827,59532.6572988092
828,3,25,243,828,56268.0386423771
829,3,25,244,829,53100.7788465741
830,3,25,245,830,40042.5646533354
831,3,25,246,831,68108.7433150621
833,3,25,248,833,60005.3131513122
834,3,25,249,834,47239.7642275697
835,3,25,249,835,49515.3130556282
836,3,25,250,836,58599.9848724642
837,3,25,250,837,62202.4116165611
838,3,25,250,838,44270.4871900876
839,3,25,251,839,43104.4491377657
841,3,25,253,841,52983.560273695
842,3,25,253,842,36512.9876972263
843,3,25,253,843,55414.5307016762
844,3,25,253,844,73782.3981950858
845,3,25,253,845,68518.8822167181
847,3,25,254,847,53205.4537689007
849,3,25,254,849,47791.8502014163
850,3,25,255,850,27890.4381899987
851,3,25,255,851,49125.278940504
852,3,25,255,852,52836.2421350675
853,3,25,255,853,32441.7880320368
854,3,25,255,854,48011.1796148888
855,3,26,256,855,69490.6329815343
856,3,26,256,856,61554.3952108875
857,3,26,256,857,50692.6162063998
858,3,26,256,858,36885.5410752466
861,3,27,257,861,55749.0634178588
862,3,27,257,862,66430.1902712824
863,3,27,257,863,49571.3390989852
864,3,27,257,864,52085.8366851788
865,3,27,257,865,54095.9011144743
867,3,27,258,867,64564.4321851951
869,3,27,259,869,60221.5355915834
870,3,27,260,870,55060.8728365705
871,3,27,260,871,74883.7261608698
872,3,27,260,872,65514.5033143867
874,3,27,260,874,56009.8528374301
876,3,27,261,876,55649.8352466173
877,3,27,262,877,67161.1542778951
878,3,27,262,878,75237.9266855738
879,3,27,262,879,60521.5705586451
880,3,27,262,880,67778.0102522969
881,3,27,262,881,61106.3524359667
882,3,27,263,882,52755.2264449628
883,3,27,263,883,56884.0005269956
884,3,27,263,884,68088.4145389972
885,3,27,264,885,44580.0016599287
886,3,27,264,886,80324.1028485271
887,3,27,264,887,62676.398445548
889,3,27,264,889,60333.7917655262
891,3,27,264,891,63681.4819534235
892,3,27,264,892,64980.3248185935
894,3,27,265,894,61884.0689875081
895,3,27,265,895,71146.3600787307
896,3,27,265,896,36640.0400300244
897,3,27,265,897,76170.1339086915
898,3,27,265,898,59732.9851493116
899,3,27,266,899,46756.4525757846
900,3,27,267,900,63531.0440159869
902,3,28,269,902,65971.7675482229
903,3,28,270,903,49789.7384676393
904,3,28,270,904,49264.5407349081
905,3,28,270,905,59953.5065385636
906,3,28,270,906,55707.9003548134
907,3,28,270,907,42805.3966304017
908,3,28,270,908,52263.5346538496
910,3,28,271,910,75377.1029742035
912,3,28,271,912,54866.8175150706
915,3,28,272,915,47332.63120688
916,3,28,273,916,45583.4344910822
917,3,28,274,917,61107.5194951902
920,3,28,274,920,68694.7205601126
921,3,28,274,921,65748.5576116876
923,3,28,274,923,67999.6357638111
924,3,28,274,924,76172.4517397943
926,3,28,274,926,53886.0388183364
928,3,28,275,928,40571.1710332435
929,3,28,275,929,45677.7411444842
930,3,28,275,930,51040.0727445799
932,3,28,276,932,61078.885029877
934,3,28,277,934,54084.0289786936
935,3,28,277,935,46142.7022543676
936,3,28,277,936,31538.555675947
937,3,28,277,937,24859.5384541527
938,3,28,277,938,35543.6763142982
939,3,28,277,939,56608.901782531
941,3,28,278,941,59739.4936870614
942,3,28,278,942,50521.4484909126
943,3,28,279,943,64780.0352916269
944,3,28,279,944,42901.4250376064
945,3,28,279,945,56966.8405779888
947,3,28,279,947,50332.7836509382
949,3,28,280,949,50262.4676175973
950,3,28,281,950,71337.791615968
951,3,28,281,951,60512.2354652678
952,3,28,282,952,53836.1656410944
953,3,28,282,953,59723.1714616317
956,3,28,284,956,61358.2212331028
957,3,28,285,957,67954.0477147701
958,3,28,286,958,42364.1727464931
959,3,28,286,959,56134.035789289
960,3,28,286,960,62057.0314535837
962,3,28,287,962,62877.6737740711
963,3,28,288,963,55323.7366645781
964,3,28,289,964,70745.3880420194
966,3,28,290,966,48406.6121562232
967,3,28,290,967,35015.5503657048
968,3,28,290,968,48439.0753000788
969,3,28,290,969,58174.504659487
973,3,28,290,973,38039.0789441363
974,3,28,291,974,62106.0209607268
975,3,29,292,975,39724.7235077571
976,3,29,293,976,46683.6103053704
977,3,29,293,977,33171.0645376053
979,3,30,295,979,51075.259602774
980,4,31,296,980,42625.150974404
981,4,31,297,981,49935.491341614
982,4,31,297,982,53705.8963192393
983,4,31,297,983,52645.4206342127
984,4,31,297,984,47038.4133784163
985,4,31,298,985,59808.9355744311
986,4,31,298,986,51865.2781887383
988,4,31,298,988,66899.3273406852
989,4,31,298,989,43189.5721599697
991,4,31,298,991,30327.2276929641
993,4,31,298,993,49425.499612465
994,4,31,299,994,45001.352258668
995,4,31,300,995,65348.895192458
996,4,32,301,996,56592.7923415749
997,4,32,301,997,49631.8071045572
998,4,32,301,998,52623.3876908545
1000,4,32,301,1000,43190.844790466
1001,4,32,301,1001,43691.1214201123
